0,CD1,9,9,90,0.471
1,CD2,0,3,1,0.161
2,CD3,0,5,2,0.183
3,CD4,0,5,1,0.071
4,CD5,0,4,2,0.113
5,CD6,0,7,11,1.13
6,CD7,0,6,1,3.875
7,LS1,0,1,1159,0.151
8,LS2,9,3,333,0.247
9,LS3,0,5,9054,30.398
10,LS4,0,7,3,0.095
11,LS5,0,6,393,9.925
12,LS6,0,4,0,0.002
13,LS7,0,5,0,7.297
14,LD1,0,1,309,0.116
15,LD2,0,2,185,0.038
16,LD3,0,3,162,0.04
17,LD4,0,3,50,0.172
18,LD5,0,3,28,0.059
19,LD6,0,6,39,0.3
20,LD7,0,4,1216,1.492
21,LD8,0,4,0,0.006
22,LD9,0,3,1,0.027
23,LD10,0,3,3,0.069
24,LD11,0,5,376,0.106
