0,CD1,9,4,77,0.296
1,CD2,0,2,0,0.004
2,CD3,0,5,2,7.219
3,CD4,0,5,1,0.165
4,CD5,0,4,2,0.118
5,CD6,0,7,11,15.359
6,CD7,0,6,1,10.278
7,LS1,0,1,1159,9.553
8,LS2,9,10,319,3.152
9,LS3,0,3,0,0.005
10,LS4,0,6,0,0.002
11,LS5,0,4,0,0.003
12,LS6,0,4,0,0.004
13,LS7,0,5,0,0.216
14,LD1,0,0,0,0.005
15,LD2,0,2,185,10.406
16,LD3,0,11,0,0.004
17,LD4,0,2,50,0.108
18,LD5,0,3,28,0.05
19,LD6,0,5,39,0.509
20,LD7,0,3,1216,0.903
21,LD8,0,4,0,0.007
22,LD9,0,3,1,0.028
23,LD10,0,3,3,0.054
24,LD11,0,5,376,0.258
