0,CD1,9,9,90,0.427
1,CD2,0,3,1,0.118
2,CD3,0,5,2,7.611
3,CD4,0,5,1,0.131
4,CD5,0,4,2,0.11
5,CD6,0,8,11,14.849
6,CD7,0,6,1,5.223
7,LS1,0,1,1159,0.192
8,LS2,9,4,333,3.196
9,LS3,0,5,9054,36.266
10,LS4,0,7,3,17.467
11,LS5,0,6,393,26.757
12,LS6,0,5,28,0.292
13,LS7,0,5,0,6.653
14,LD1,0,3,309,0.099
15,LD2,0,3,185,0.041
16,LD3,0,4,162,0.044
17,LD4,0,5,50,0.029
18,LD5,0,3,28,1.117
19,LD6,0,8,39,3.869
20,LD7,0,4,1216,0.634
21,LD8,0,5,22,0.742
22,LD9,0,3,1,0.036
23,LD10,0,3,3,6.906
24,LD11,0,7,376,4.319
