0,CD1,9,6,77,0.32
1,CD2,0,1,0,0.044
2,CD3,0,5,2,7.131
3,CD4,0,5,1,0.104
4,CD5,0,4,2,3.23
5,CD6,0,7,11,12.009
6,CD7,0,6,1,7.14
7,LS1,0,1,1159,0.139
8,LS2,9,10,319,5.666
9,LS3,0,3,0,0.004
10,LS4,0,7,3,0.63
11,LS5,0,4,0,0.003
12,LS6,0,5,28,0.304
13,LS7,0,5,0,0.171
14,LD1,0,0,0,0.003
15,LD2,0,2,185,1.1
16,LD3,0,11,0,0.002
17,LD4,0,3,50,0.05
18,LD5,0,3,28,0.026
19,LD6,0,5,39,3.498
20,LD7,0,2,0,0.001
21,LD8,0,5,22,1.35
22,LD9,0,3,1,0.279
23,LD10,0,3,3,0.33
24,LD11,0,5,376,2.57
