0,CD1,9,6,77,0.292
1,CD2,0,3,0,0.004
2,CD3,0,4,0,0.02
3,CD4,0,5,1,0.108
4,CD5,0,1,0,0.043
5,CD6,0,5,11,2.087
6,CD7,0,3,0,0.011
7,LS1,0,1,1159,0.519
8,LS2,9,10,319,0.13
9,LS3,0,3,0,0.002
10,LS4,0,6,0,0.004
11,LS5,0,4,0,0.001
12,LS6,0,4,0,0.027
13,LS7,0,5,0,8.298
14,LD1,0,6,0,0.002
15,LD2,0,0,0,0.002
16,LD3,0,8,0,0.005
17,LD4,0,1,50,0.048
18,LD5,0,0,0,0.001
19,LD6,0,2,0,0.002
20,LD7,0,3,1216,0.733
21,LD8,0,2,0,0.031
22,LD9,0,3,1,0.028
23,LD10,0,0,0,0.002
24,LD11,0,4,376,0.104
