CD1,0.39,100.00,9.0,7.2
CD2,0.12,100.00,0.0,3.0
CD3,0.22,100.00,0.0,5.0
CD4,0.11,100.00,0.0,5.0
CD5,0.12,100.00,0.0,4.0
CD6,1.46,100.00,0.0,7.0
CD7,3.88,100.00,0.0,6.0
LS1,0.21,100.00,0.0,1.0
LS2,0.82,40.00,9.0,7.2
LS3,36.55,100.00,0.0,5.0
LS4,0.72,80.00,0.0,6.8
LS5,11.86,100.00,0.0,6.0
LS6,0.85,40.00,0.0,4.2
LS7,8.14,100.00,0.0,5.0
LD1,0.31,100.00,0.0,2.4
LD2,0.17,100.00,0.0,2.1
LD3,0.11,100.00,0.0,3.6
LD4,0.08,100.00,0.0,2.9
LD5,1.26,100.00,0.0,3.0
LD6,0.89,100.00,0.0,5.7
LD7,1.37,60.00,0.0,3.2
LD8,0.43,40.00,0.0,4.0
LD9,0.03,100.00,0.0,3.0
LD10,0.07,100.00,0.0,3.0
LD11,0.32,100.00,0.0,5.8
